自動車メーカー,車種,型式,エンジン,適合詳細,仕様,プレート,種類,販売価格,Camp価格,商品ID,物販コード,メーカー品番,メーカー名,商品名,商品,商品種別,付属品/必要部品,備考,注意事項,定価,入り送料,,規格1,パターン数,管理用コード
トヨタ,チェイサー,JZX90,1JZ-GTE,,HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,659,151545,,291785,ORC-659-TT0202-qq-e-380k,ORC-659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,214000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)<br>プル式,ツイン,659,129209,,291938,ORC-P659-TT0202-qq-e-376k,ORC-P659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,291962,ORC-P659D-TT0202-qq-e-375k,ORC-P659D-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291908,ORC-P559D-TT0202-qq-e-378k,ORC-P559D-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291863,ORC-P559-TT0202-qq-e-377k,ORC-P559-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,148753,,291743,ORC-559D-02T-qq-e-373k,ORC-559D-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,210000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,144565,,291693,ORC-559-02T-qq-e-379k,ORC-559-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,204000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,SE機構付き<br>プル式,トリプル,1000F,148753,,291810,ORC-P1000F-TT0202-qq-e-382k,ORC-P1000F-TT0202,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,210000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,プッシュ式,トリプル,1000F,169693,,291541,ORC-1000F-02T-qq-e-381k,ORC-1000F-02T,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,240000,0,,,,
トヨタ,チェイサー,JZX90,1JZ-GTE,,プッシュ式,トリプル,1000F,181560,,292015,ORC-1000F-SPL-TT0202-qq-e-383k,ORC-1000F-SPL-TT0202,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,ドラッグ専用。走行毎に、クラッチ調整を行って使用してください。,257000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,シングル,409,89422,,291822,ORC-P409-TT0202-qq-e-397k,ORC-P409-TT0202,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,125000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,103382,,291659,ORC-409D-02T-qq-e-396k,ORC-409D-02T,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,オプションとして静音タイプ、高μタイプ、高圧着カバーの設定があります。(ご希望の場合はご購入前にお問い合わせください),,145000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,シングル,409,101287,,291643,ORC-409-02T-qq-e-399k,ORC-409-02T,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,オプションとして静音タイプ、高μタイプ、高圧着カバーの設定があります。(ご希望の場合はご購入前にお問い合わせください),,142000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,659,155733,,292088,ORC-659D-TT0202-qq-e-402k,ORC-659D-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,220000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,659,151545,,291786,ORC-659-TT0202-qq-e-404k,ORC-659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,214000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)<br>プル式,ツイン,659,129209,,291939,ORC-P659-TT0202-qq-e-394k,ORC-P659-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,292118,ORC-P659D-TT0202-qq-e-393k,ORC-P659D-TT0202,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291909,ORC-P559D-TT0202-qq-e-403k,ORC-P559D-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291864,ORC-P559-TT0202-qq-e-395k,ORC-P559-TT0202,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,148753,,291744,ORC-559D-02T-qq-e-400k,ORC-559D-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,210000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,144565,,292055,ORC-559-02T-qq-e-401k,ORC-559-02T,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,204000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,SE機構付き<br>プル式,トリプル,1000F,148753,,291811,ORC-P1000F-TT0202-qq-e-391k,ORC-P1000F-TT0202,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,210000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,プッシュ式,トリプル,1000F,169693,,291542,ORC-1000F-02T-qq-e-392k,ORC-1000F-02T,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,240000,0,,,,
トヨタ,マークII,JZX100,1JZ-GTE,,プッシュ式,トリプル,1000F,181560,,291556,ORC-1000F-SPL-TT0202-qq-e-390k,ORC-1000F-SPL-TT0202,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>専用変換キット:クラッチKITに付属されております。,,ドラッグ専用。走行毎に、クラッチ調整を行って使用してください。,257000,0,,,,
