VOLKSWAGEN,ポロGTI,6RCAV,10/9～13/4,CAV,2WD 1.4L 7AT車 GTI/ターボ&スーパーチャージャー車,Fr：25～30mm<br>Rr：30～35mm,15840,,224512,ESL-136-qq-e-f1-2215,ESL-136-qq-e-d-2215,4536190401366,ESL-136,ESPELIR,Super DOWNSUS,1台分,25～30/30～35,Fr：25～30mm<br>Rr：30～35mm,3.6/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,36000,50200
VOLKSWAGEN,ポロGTI,6RCTH,13/4～14/12,CTH,2WD 1.4L 7AT車 GTI/ターボ&スーパーチャージャー車,,15840,,227500,ESL-171-qq-e-f1-2216,ESL-171-qq-e-d-2216,4536190401717,ESL-171,ESPELIR,Super DOWNSUS,1台分,25～30/30～35,,3.6/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,36000,50200
VOLKSWAGEN,ポロGTI,6RDAJ,15/1～,DAJ,2WD 1.8L 6MT車 GTI/ターボ車,Fr：28～32mm<br>Rr：38～43mm,15840,,224459,ESL-172-qq-e-f1-2217,ESL-172-qq-e-d-2217,4536190401724,ESL-172,ESPELIR,Super DOWNSUS,1台分,28～32/38～43,Fr：28～32mm<br>Rr：38～43mm,3.6/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,36000,50200
VOLKSWAGEN,ルポ,6EAVY,03/5～06/4,AVY,GTI,,14960,,227162,ESL-161-qq-e-f1-2229,ESL-161-qq-e-d-2229,4536190401618,ESL-161,ESPELIR,Super DOWNSUS,1台分,32～42/32～42,,2.7/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,34000,49300
VOLKSWAGEN,ルポ,6XAUA,01/7～02/9,AUA,2WD 1.4 コンフォート,Fr：32～42mm<br>Rr：32～42mm,14960,,223461,ESL-160-qq-e-f1-2228,ESL-160-qq-e-d-2228,4536190401601,ESL-160,ESPELIR,Super DOWNSUS,1台分,32～42/32～42,Fr：32～42mm<br>Rr：32～42mm,2.7/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,34000,49300
VOLKSWAGEN,ルポ,6XBBY,01/7～,BBY,2WD 1.4L コンフォート,Fr：32～42mm<br>Rr：32～42mm,14960,,224307,ESL-059-qq-e-f1-2227,ESL-059-qq-e-d-2227,4536190400598,ESL-059,ESPELIR,Super DOWNSUS,1台分,32～42/32～42,Fr：32～42mm<br>Rr：32～42mm,2.7/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,34000,49300
VOLVO,850エステート,8B5252W,91/9～97/7,,レベライザー車取り付け不可<br>4WD及び850R不可,,18920,,226038,ESL-015-qq-e-f1-2162,出さない,4536190400154,ESL-015,ESPELIR,Super DOWNSUS,1台分,20～25/25～30,,2.6/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,43000,出さない
VOLVO,S40,4B4204,00/8～04/5,B4204,2WD 2.0L NA,Fr：20～25mm<br>Rr：20～25mm,17600,,223457,ESL-068-qq-e-f1-2174,出さない,4536190400680,ESL-068,ESPELIR,Super DOWNSUS,1台分,20～25/20～25,Fr：20～25mm<br>Rr：20～25mm,2.3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,出さない
VOLVO,S40,4B4204,03/4～04/5,B4204,2WD 2.0L ターボ/クラシック,Fr：20～25mm<br>Rr：25～30mm,17600,,222053,ESL-063-qq-e-f1-2173,出さない,4536190400635,ESL-063,ESPELIR,Super DOWNSUS,1台分,20～25/25～30,Fr：20～25mm<br>Rr：25～30mm,2.3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,出さない
VOLVO,S40,MB4204S,09/3～12/11,B4204S,2WD NA 2000cc/2.0eパワーシフト/2.0eアクティブ,Fr：20～30mm<br>Rr：30～40mm,18040,,224237,ESL-152-qq-e-f1-2176,ESL-152-qq-e-d-2176,4536190401526,ESL-152,ESPELIR,Super DOWNSUS,1台分,20～30/30～40,Fr：20～30mm<br>Rr：30～40mm,3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,41000,62300
VOLVO,S40,MB5244,07/9～10/7,B5244,2WD NA 2400cc/2.4アクティブ/2.4 iSE,,18040,,225622,ESL-151-qq-e-f1-2175,ESL-151-qq-e-d-2175,4536190401519,ESL-151,ESPELIR,Super DOWNSUS,1台分,20～30/30～40,,3/2.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,41000,62300
VOLVO,S60,RB5244,01/1～03/5,B5244,2WD 2.4L ターボ/レベライザー車取り付け不可,Fr：25～30mm<br>Rr：30～35mm,22440,,222791,ESL-098-qq-e-f1-2166,ESL-098-qq-e-d-2166,4536190400987,ESL-098,ESPELIR,Super DOWNSUS,1台分,25～30/30～35,Fr：25～30mm<br>Rr：30～35mm,2.5/4.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,51000,66500
VOLVO,S60,RB5244,01/1～04/9,B5244,2WD 2.4L NA/レベライザー車取り付け不可,Fr：25～30mm<br>Rr：30～35mm,22440,,222787,ESL-075-qq-e-f1-2165,ESL-075-qq-e-d-2165,4536190400758,ESL-075,ESPELIR,Super DOWNSUS,1台分,25～30/30～35,Fr：25～30mm<br>Rr：30～35mm,2.5/4.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,51000,66500
VOLVO,V40,4B4204W,00/8～02/6,B4204,2WD 2.0L ターボ T4,,17600,,227495,ESL-125-qq-e-f1-2171,ESL-125-qq-e-d-2171,4536190401250,ESL-125,ESPELIR,Super DOWNSUS,1台分,30～35/25～30,,2.3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,61800
VOLVO,V40,4B4204W,97/9～99/9,B4204,2WD 2.0L ターボ/前期専用,Fr：30～35mm<br>Rr：20～25mm,17600,,222055,ESL-083-qq-e-f1-2170,ESL-083-qq-e-d-2170,4536190400833,ESL-083,ESPELIR,Super DOWNSUS,1台分,30～35/20～25,Fr：30～35mm<br>Rr：20～25mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,61800
VOLVO,V40,MB5204T,13/2～,B5204T,T5 Rデザイン/2.0L ターボ,,18480,,225624,ESL-163-qq-e-f1-2172,出さない,4536190401632,ESL-163,ESPELIR,Super DOWNSUS,1台分,25～35/35～45,,3.7/3.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,42000,出さない
VOLVO,V40 クロスカントリー,MB5204T,13/2～,B5204T,クロスカントリー T5 AWD/2.0L ターボ,,20680,,227163,ESL-169-qq-e-f1-2169,出さない,,ESL-169,ESPELIR,Super DOWNSUS,1台分,30～35/40～45,,3.6/3.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,47000,出さない
VOLVO,V50,MB4204S,H21/3～,B4204S,2WD NA 2000cc/クラシック、アクティブ、アクティブプラス、パワーシフト、タック、スポーツ,,18480,,227498,ESL-141-qq-e-f1-2168,ESL-141-qq-e-d-2168,4536190401410,ESL-141,ESPELIR,Super DOWNSUS,1台分,25～30/25～30,,3/3.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,42000,62700
VOLVO,V50,MB5244,07/9～10/7,B5244,2WD NA 2400cc/2.4アクティブ/2.4 iSE,Fr：25～35mm<br>Rr：25～35mm,18480,,222703,ESL-153-qq-e-f1-2167,ESL-153-qq-e-d-2167,4536190401533,ESL-153,ESPELIR,Super DOWNSUS,1台分,25～35/25～35,Fr：25～35mm<br>Rr：25～35mm,3/3.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,42000,62700
VOLVO,V60,FB4164T,H23/6～,B4164T,2WD 1600cc ターボ/ドライブ,Fr：35～45mm<br>Rr：35～45mm,22000,,223006,ESL-145-qq-e-f1-2163,ESL-145-qq-e-d-2163,4536190401458,ESL-145,ESPELIR,Super DOWNSUS,1台分,35～45/35～45,Fr：35～45mm<br>Rr：35～45mm,3.2/3.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,50000,61000
VOLVO,V60,FB4164T,H24/5～,B4164T,2WD 1600cc ターボ/V60 T4 Rデザイン,Fr：25～30mm<br>Rr：20～25mm,22000,,223775,ESL-145-qq-e-f1-2164,ESL-145-qq-e-d-2164,4536190401458,ESL-145,ESPELIR,Super DOWNSUS,1台分,25～30/20～25,Fr：25～30mm<br>Rr：20～25mm,3.2/3.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,50000,61000
VOLVO,V70,8B5234W,1997～2000,B5234,2WD ターボ/T-5,Fr：20～25mm<br>Rr：20～25mm,18920,,222351,ESL-015-qq-e-f1-2157,ESL-015-qq-e-d-2157,4536190400154,ESL-015,ESPELIR,Super DOWNSUS,1台分,20～25/20～25,Fr：20～25mm<br>Rr：20～25mm,2.6/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,43000,58100
VOLVO,V70,8B5254W,97/8～99/7,B5254,2WD 2.5L 前期用/レベライザー車取り付け不可,,18920,,226037,ESL-015-qq-e-f1-2158,ESL-015-qq-e-d-2158,4536190400154,ESL-015,ESPELIR,Super DOWNSUS,1台分,20～25/25～30,,2.6/2.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,43000,58100
VOLVO,V70,BB5254W,2007/11～,B5254,2WD 2.5L ターボ/2.5T LE(オートレベライザー無し車),Fr：34～44mm<br>Rr：34～44mm,24640,,223004,ESL-129-qq-e-f1-2161,ESL-129-qq-e-d-2161,4536190401298,ESL-129,ESPELIR,Super DOWNSUS,1台分,34～44/34～44,Fr：34～44mm<br>Rr：34～44mm,3.3/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,56000,68600
VOLVO,V70,BB6324W,2007/11～,B6324,2WD 3.2L/3.2SE(オートレベライザー無し車),,24640,,226731,ESL-129-qq-e-f1-2160,ESL-129-qq-e-d-2160,4536190401298,ESL-129,ESPELIR,Super DOWNSUS,1台分,34～44/34～44,,3.3/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,56000,68600
VOLVO,V70,SB5244W,2000～,B5244,2WD 2.4L NA/レベライザー車取り付け不可,Fr：30～35mm<br>Rr：45～50mm,23320,,223107,ESL-056-qq-e-f1-2159,ESL-056-qq-e-d-2159,4536190400567,ESL-056,ESPELIR,Super DOWNSUS,1台分,30～35/45～50,Fr：30～35mm<br>Rr：45～50mm,2.1/4.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,53000,67300
スズキ,Kei,HN11S/HN12S,H10/10～21/10,F6A,2WD,Fr：47～52mm<br>Rr：32～37mm,11880,,222384,ESS-241-qq-e-f1-3012,ESS-241-qq-e-d-3012,4536190102416,ESS-241,ESPELIR,Super DOWNSUS,1台分,47～52/32～37,Fr：47～52mm<br>Rr：32～37mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220722>BR-241F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219707>BR-241R</a>,,,27000,26400
スズキ,Kei,HN11S/HN12S,H10/10～21/10,F6A,4WD,Fr：52～57mm<br>Rr：42～47mm,11880,,222200,ESS-565-qq-e-f1-3014,ESS-565-qq-e-d-3014,4536190105653,ESS-565,ESPELIR,Super DOWNSUS,1台分,52～57/42～47,Fr：52～57mm<br>Rr：42～47mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218718>BR-241F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216885>BR-241R</a>,,,27000,26400
