スバル,レガシィB4,BMM,H24/5～H26/9,FB25,4WD NA/2.5i Lパッケージ/2.5i アイサイト/D型,Fr：28～33mm<br>Rr：20～25mm,19360,,221845,ESF-4572-qq-e-f1-4635,ESF-4572-qq-e-d-4635,4.53619E+12,ESF-4572,ESPELIR,DOWNSUS,1台分,28～33/20～25,Fr：28～33mm<br>Rr：20～25mm,4.05/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217517>BR-4553F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220558>BR-4551R</a>,,,44000,36500
スバル,レガシィB4,BMM,H24/5～H26/9,FB25,4WD NA/2.5i アイサイト Sパッケージ/D型<br>ビルシュタイン装着車,,19360,,226274,ESF-4575-qq-e-f1-4645,ESF-4575-qq-e-d-4645,4.53619E+12,ESF-4575,ESPELIR,DOWNSUS,1台分,25～30/20～25,,4.05/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219563>BR-4551R</a>,,,44000,36500
スバル,レガシィB4,BMM,H24/5～H26/9,FB25,4WD NA/2.5i/D型,,19360,,226273,ESF-4569-qq-e-f1-4632,ESF-4569-qq-e-d-4632,4.53619E+12,ESF-4569,ESPELIR,DOWNSUS,1台分,28～33/20～25,,4.3/4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215517>BR-4553F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216533>BR-4551R</a>,,,44000,36500
スバル,レガシィB4,BN9,H26/10～H29/9,FB25,4WD NA/2.5/2.5リミテッド/A～C型,Fr：28～33mm<br>Rr：20～25mm,19360,,224454,ESF-4578-qq-e-f1-4648,ESF-4578-qq-e-d-4648,4.53619E+12,ESF-4578,ESPELIR,DOWNSUS,1台分,28～33/20～25,Fr：28～33mm<br>Rr：20～25mm,4.05/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218562>BR-4577F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215519>BR-4577R</a>,,,44000,36500
スバル,レガシィB4,BN9,H29/10～,FB25,4WD NA/2.5/2.5リミテッド/D型,Fr：28～33mm<br>Rr：20～25mm,19360,,222927,ESF-4581-qq-e-f1-4651,ESF-4581-qq-e-d-4651,4.53619E+12,ESF-4581,ESPELIR,DOWNSUS,1台分,28～33/20～25,Fr：28～33mm<br>Rr：20～25mm,4.05/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218563>BR-4577F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216539>BR-4577R</a>,,,44000,36500
スバル,レガシィアウトバック,BR9,H21/5～H24/4,EJ25,2.5i/2.5i Lパッケージ/A～C型,,19800,,227033,ESF-4523-qq-e-f1-4591,ESF-4523-qq-e-d-4591,4.53619E+12,ESF-4523,ESPELIR,DOWNSUS,1台分,20～25/15～20,,3.65/3.19,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214987>BR-4522F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/221005>BR-4522R</a>,,,45000,36900
スバル,レガシィアウトバック,BRF,H21/2～H21/8,EZ36,3.6R/3.6R Siクルーズ/A型,Fr：30～35mm<br>Rr：27～32mm,19800,,224006,ESF-4526-qq-e-f1-4594,ESF-4526-qq-e-d-4594,4.53619E+12,ESF-4526,ESPELIR,DOWNSUS,1台分,30～35/27～32,Fr：30～35mm<br>Rr：27～32mm,3.65/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/221002>BR-4522F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219996>BR-4522R</a>,,,45000,36900
スバル,レガシィアウトバック,BRF,H21/9～H22/4,EZ36,3.6R/3.6R Siクルーズ/A型,Fr：37～42mm<br>Rr：28～33mm,19800,,223864,ESF-4529-qq-e-f1-4597,ESF-4529-qq-e-d-4597,4.53619E+12,ESF-4529,ESPELIR,DOWNSUS,1台分,37～42/28～33,Fr：37～42mm<br>Rr：28～33mm,3.65/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215977>BR-4522F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220032>BR-4522R</a>,,,45000,36900
スバル,レガシィアウトバック,BRF,H22/2～H24/5,EZ36,3.6R アイサイト/B型/C型,Fr：37～42mm<br>Rr：28～33mm,19800,,223098,ESF-4532-qq-e-f1-4600,ESF-4532-qq-e-d-4600,4.53619E+12,ESF-4532,ESPELIR,DOWNSUS,1台分,37～42/28～33,Fr：37～42mm<br>Rr：28～33mm,3.65/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216986>BR-4522F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215049>BR-4522R</a>,,,45000,36900
スバル,レガシィアウトバック,BRM,H24/5～H26/9,EZ36,3.6R アイサイト/D型/E型,Fr：30～35mm<br>Rr：30～35mm,19800,,222924,ESF-4541-qq-e-f1-4606,ESF-4541-qq-e-d-4606,4.53619E+12,ESF-4541,ESPELIR,DOWNSUS,1台分,30～35/30～35,Fr：30～35mm<br>Rr：30～35mm,3.65/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/221003>BR-4522F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214060>BR-4522R</a>,,,45000,36900
スバル,レガシィアウトバック,BRM,H24/5～H26/9,FB25,2.5i アイサイト Sパッケージ(ビルシュタイン装着車)/D型/E型,Fr：30～35mm<br>Rr：27～32mm,19800,,222992,ESF-4538-qq-e-f1-4609,ESF-4538-qq-e-d-4609,4.53619E+12,ESF-4538,ESPELIR,DOWNSUS,1台分,30～35/27～32,Fr：30～35mm<br>Rr：27～32mm,3.65/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217037>BR-4522R</a>,,,45000,36900
スバル,レガシィアウトバック,BRM,H24/5～H26/9,FB25,2.5i/2.5i Lパッケージ/2.5i アイサイト/D型/E型,,19800,,226134,ESF-4535-qq-e-f1-4603,ESF-4535-qq-e-d-4603,4.53619E+12,ESF-4535,ESPELIR,DOWNSUS,1台分,20～25/15～20,,3.65/3.19,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218996>BR-4522F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219042>BR-4522R</a>,,,45000,36900
スバル,レガシィアウトバック,BS9,H26/10～H28/8,FB25,2.5/2.5 リミテッド/A型/B型,Fr：27～32mm<br>Rr：20～25mm,19800,,225216,ESF-4544-qq-e-f1-4612,ESF-4544-qq-e-d-4612,4.53619E+12,ESF-4544,ESPELIR,DOWNSUS,1台分,27～32/20～25,Fr：27～32mm<br>Rr：20～25mm,3.22/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217038>BR-4543F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214539>BR-4543R</a>,,,45000,36900
スバル,レガシィアウトバック,BS9,H28/8～H29/9,FB25,2.5/2.5 リミテッド/C型,Fr：20～25mm<br>Rr：18～23mm,19800,,222925,ESF-4546-qq-e-f1-4614,ESF-4546-qq-e-d-4614,4.53619E+12,ESF-4546,ESPELIR,DOWNSUS,1台分,20～25/18～23,Fr：20～25mm<br>Rr：18～23mm,3.65/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220034>BR-4543F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213715>BR-4543R</a>,,,45000,36900
スバル,レガシィアウトバック,BS9,H29/10～,FB25,2.5/2.5 リミテッド/D型,,19800,,227488,ESF-4549-qq-e-f1-4617,ESF-4549-qq-e-d-4617,4.53619E+12,ESF-4549,ESPELIR,DOWNSUS,1台分,20～25/18～23,,3.65/3.87,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216529>BR-4543F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217508>BR-4543R</a>,,,45000,36900
スバル,レガシィワゴン,BR9,H21/5～,EJ25,4WD NA/2.5i Sパッケージ,,17600,,225701,ESF-2640-qq-e-f1-5981,ESF-2640-qq-e-d-5981,4.53619E+12,ESF-2640,ESPELIR,DOWNSUS,1台分,25～30/25～30,,4.3/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,34800
スバル,レガシィワゴン,BR9,H21/5～,EJ25,4WD ターボ/2.5GT Sパッケージ,Fr：25～30mm<br>Rr：25～30mm,17600,,221920,ESF-2639-qq-e-f1-5980,ESF-2639-qq-e-d-5980,4.53619E+12,ESF-2639,ESPELIR,DOWNSUS,1台分,25～30/25～30,Fr：25～30mm<br>Rr：25～30mm,4.3/2.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,40000,34800
ダイハツ,アトレー,S320G,H17/5～19/9,EF-DET,2WD カスタムターボ RS/R,,11000,,226894,ESD-2887-qq-e-f1-3928,ESD-2887-qq-e-d-3928,4.53619E+12,ESD-2887,ESPELIR,DOWNSUS,1台分,27～32/25～30,,2.7/3.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217322>BR-740F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214193>BR-262R</a>,,,25000,25500
ダイハツ,アトレー,S321G,H19/9～H29/10,KF-DET,2WD カスタムターボ RS/R,,11000,,226131,ESD-2887-qq-e-f1-3929,ESD-2887-qq-e-d-3929,4.53619E+12,ESD-2887,ESPELIR,DOWNSUS,1台分,27～32/25～30,,3.7/4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215316>BR-740F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218222>BR-262R</a>,,,25000,25500
ダイハツ,アトレー,S330G,H17/5～19/9,EF-DET,4WD カスタムターボ RS/R,Fr：27～32mm<br>Rr：25～30mm,11000,,221715,ESD-2888-qq-e-f1-3930,ESD-2888-qq-e-d-3930,4.53619E+12,ESD-2888,ESPELIR,DOWNSUS,1台分,27～32/25～30,Fr：27～32mm<br>Rr：25～30mm,2.7/3.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217323>BR-740F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219227>BR-262R</a>,,,25000,25500
ダイハツ,アトレー,S331G,H19/9～H29/10,KF-DET,4WD カスタムターボ RS/R,Fr：27～32mm<br>Rr：25～30mm,11000,,221716,ESD-2888-qq-e-f1-3931,ESD-2888-qq-e-d-3931,4.53619E+12,ESD-2888,ESPELIR,DOWNSUS,1台分,27～32/25～30,Fr：27～32mm<br>Rr：25～30mm,2.7/3.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219361>BR-740F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215186>BR-262R</a>,,,25000,25500
ダイハツ,アトレーワゴン,S321G,H29/11～,KF,2WD ターボ/カスタムターボ RS/カスタムターボ RS リミテッド,,11220,,227235,ESD-4163-qq-e-f1-4413,ESD-4163-qq-e-d-4413,4.53619E+12,ESD-4163,ESPELIR,DOWNSUS,1台分,22～27/22～27,,2.7/3.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220321>BR-4162F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219326>BR-4162R</a>,,,25500,25800
ダイハツ,アトレーワゴン,S331G,H29/11～,KF,4WD ターボ/カスタムターボ RS/カスタムターボ RS リミテッド,,11220,,226530,ESD-4166-qq-e-f1-4416,ESD-4166-qq-e-d-4416,4.53619E+12,ESD-4166,ESPELIR,DOWNSUS,1台分,25～30/25～30,,2.7/3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219324>BR-4162F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217499>BR-4162R</a>,,,25500,25800
ダイハツ,アルティス,ACV35N,H13/9～15/6,2AZ-FE,4WD 2.4L 前期専用,,21560,,227302,ESD-3715-qq-e-f1-4354,ESD-3715-qq-e-d-4354,4.53619E+12,ESD-3715,ESPELIR,DOWNSUS,1台分,23～28/20～25,,4/3.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214219>BR-3713F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213229>BR-3713R</a>,,,49000,35600
ダイハツ,アルティス,SXV25N,H12/3～H13/8,5S-FE,4WD 2.2L,,21560,,226768,ESD-3711-qq-e-f1-4350,ESD-3711-qq-e-d-4350,4.53619E+12,ESD-3711,ESPELIR,DOWNSUS,1台分,28～33/28～33,,3.3/3.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218233>BR-3710F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216239>BR-3710R</a>,,,49000,35600
ダイハツ,アルティスハイブリッド,AXVH70N,H29/7～,A25A-FXS+モーター,2WD 2500cc HYBRID/2.5G,Fr：27～32mm<br>Rr：27～32mm,18480,,224448,ESD-3557-qq-e-f1-4322,ESD-3557-qq-e-d-4322,4.53619E+12,ESD-3557,ESPELIR,DOWNSUS,1台分,27～32/27～32,Fr：27～32mm<br>Rr：27～32mm,2.65/4.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214208>BR-3556F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213215>BR-3556R</a>,,,42000,32700
