日産,NV100クリッパー,DR64V,H25/12～27/3,K6A,2WD NA/DX/GX,Fr：52～57mm<br>Rr：50～55mm,14080,,223249,ESN-2433-qq-e-f1-3889,ESN-2433-qq-e-d-3889,4536190124333,ESN-2433,ESPELIR,Super DOWNSUS Type2,1台分,52～57/50～55,Fr：52～57mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217080>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218923>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,32000,28500
日産,NV100クリッパー,DR64V,H25/12～27/3,K6A,2WD ターボ/GXターボ,Fr：52～57mm<br>Rr：50～55mm,14080,,221734,ESN-2434-qq-e-f1-3890,ESN-2434-qq-e-d-3890,4536190124340,ESN-2434,ESPELIR,Super DOWNSUS Type2,1台分,52～57/50～55,Fr：52～57mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218154>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218924>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,32000,28500
日産,NV100クリッパー,DR64V,H25/12～27/3,K6A,4WD NA/DX/GX,Fr：50～60mm<br>Rr：50～55mm,14080,,224755,ESN-2439-qq-e-f1-3891,ESN-2439-qq-e-d-3891,4536190124395,ESN-2439,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,Fr：50～60mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219192>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217895>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,32000,28500
日産,NV100クリッパー,DR64V,H25/12～27/3,K6A,4WD ターボ/GXターボ,Fr：50～60mm<br>Rr：50～55mm,14080,,223251,ESN-2440-qq-e-f1-3892,ESN-2440-qq-e-d-3892,4536190124401,ESN-2440,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,Fr：50～60mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214085>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214905>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,32000,28500
日産,NV100クリッパーリオ,DR17W,H27/3～,R06A,2WD ターボ/E/G,,14080,,226071,ESN-1817-qq-e-f1-3066,ESN-1817-qq-e-d-3066,4536190118172,ESN-1817,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217441>BR-1765F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218702>BR-1765R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
日産,NV100クリッパーリオ,DR17W,H27/3～,R06A,4WD ターボ/E/G,Fr：45～50mm<br>Rr：45～50mm,14080,,222304,ESN-1818-qq-e-f1-3067,ESN-1818-qq-e-d-3067,4536190118189,ESN-1818,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,Fr：45～50mm<br>Rr：45～50mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217442>BR-1765F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214859>BR-1765R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
日産,NV100クリッパーリオ,DR64W,H25/12～27/3,K6A,2WD ターボ/E/G,Fr：50～60mm<br>Rr：50～55mm,14080,,223036,ESN-1999-qq-e-f1-3064,ESN-1999-qq-e-d-3064,4536190119995,ESN-1999,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,Fr：50～60mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214088>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220942>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
日産,NV100クリッパーリオ,DR64W,H25/12～27/3,K6A,4WD ターボ/E/G,,14080,,227507,ESN-2000-qq-e-f1-3065,ESN-2000-qq-e-d-3065,4536190120007,ESN-2000,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214089>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215889>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
日産,セレナ,#C26,H25/12～H28/7,MR20DD,2WD 後期 全車<br>平成25年12月以降生産車,,18480,,226411,ESN-1488-qq-e-f1-3073,ESN-1488-qq-e-d-3073,4536190114884,ESN-1488,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218900>BR-1487F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215840>BR-1487R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
日産,セレナ,C25,H17/5～22/11,MR20DE,2WD 2.0L 20S/20G,Fr：50～55mm<br>Rr：58～63mm,18480,,222595,ESN-1159-qq-e-f1-3068,ESN-1159-qq-e-d-3068,4536190111593,ESN-1159,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216576>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220580>BR-698R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
日産,セレナ,C27/GC27,H28/8～,MR20DD,2WD/S/X/G,Fr：50～55mm<br>Rr：58～63mm,18480,,225309,ESN-2492-qq-e-f1-3800,ESN-2492-qq-e-d-3800,4536190124920,ESN-2492,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214894>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219717>BR-2474R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
日産,セレナ,CC25,H17/5～22/11,MR20DE,2WD 2.0L ハイウェイスター,Fr：50～55mm<br>Rr：58～63mm,18480,,224121,ESN-1159-qq-e-f1-3069,ESN-1159-qq-e-d-3069,4536190111593,ESN-1159,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213520>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219594>BR-698R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
日産,セレナ,FC26,H22/11～H25/11,MR20DD,2WD 2.0L 前期/ハイウェイスター,,18480,,226405,ESN-1162-qq-e-f1-3070,ESN-1162-qq-e-d-3070,4536190111623,ESN-1162,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218587>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213729>BR-698R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
日産,セレナ,GFC27,H28/8～,MR20DD,2WD/ハイウェイスター/ハイウェイスターG,Fr：50～55mm<br>Rr：58～63mm,18480,,223812,ESN-2493-qq-e-f1-3801,ESN-2493-qq-e-d-3801,4536190124937,ESN-2493,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213838>BR-2472F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215875>BR-2474R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
日産,セレナニスモ,GFC27,H29/11～,MR20DD+モーター,2WD 2.0L/NISMO,Fr：40～45mm<br>Rr：35～40mm,19360,,224765,ESN-4742-qq-e-f1-4678,ESN-4742-qq-e-d-4678,4536190147424,ESN-4742,ESPELIR,Super DOWNSUS Type2,1台分,40～45/35～40,Fr：40～45mm<br>Rr：35～40mm,2.9/7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216807>BR-4741F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215776>BR-4741R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,44000,33500
日産,セレナハイブリッド,HC26,H24/8～H25/11,MR20DD,2WD 2.0L 前期/20X S-HYBRID,Fr：50～55mm<br>Rr：58～63mm,18480,,224122,ESN-1162-qq-e-f1-3071,ESN-1162-qq-e-d-3071,4536190111623,ESN-1162,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215553>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217553>BR-698R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
日産,セレナハイブリッド,HFC26,H24/8～H25/11,MR20DD,2WD 2.0L 前期/ハイウェイスター S-HYBRID,Fr：50～55mm<br>Rr：58～63mm,18480,,224123,ESN-1162-qq-e-f1-3072,ESN-1162-qq-e-d-3072,4536190111623,ESN-1162,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215554>BR-698F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218597>BR-698R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
