自動車メーカー,車種,型式,エンジン,排気量(cc),年式,純正規格・熱価,プラグタイプ,熱価,備考,本数,販売価格,Camp価格,商品ID,物販コード
スズキ,カルタス,AA41S,G10(TURBO・AT),1000,85/6～88/8,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,254266,50003-M35G-qq-e-06508
スズキ,カルタス,AA41S,G10(TURBO・AT),1000,85/6～88/8,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,257960,50003-M40G-qq-e-06428
スズキ,カルタス,AA41S,G10(TURBO・AT),1000,85/6～88/8,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,250315,50003-M45G-qq-e-06468
スズキ,カルタス,AA43S,G10(TURBO),1000,84/6～91/7,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,256889,50003-M35G-qq-e-06507
スズキ,カルタス,AA43S,G10(TURBO),1000,84/6～91/7,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,255577,50003-M40G-qq-e-06427
スズキ,カルタス,AA43S,G10(TURBO),1000,84/6～91/7,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,250314,50003-M45G-qq-e-06467
スズキ,カルタス,AA53S/AB53S,G13A,1300,84/7～91/7,LONG:5,Gタイプ,NGK7番相当,,4本,7735,,253299,50003-M35G-qq-e-06509
スズキ,カルタス,AA53S/AB53S,G13A,1300,84/7～91/7,LONG:5,Gタイプ,NGK8番相当,,4本,7735,,255578,50003-M40G-qq-e-06429
スズキ,カルタス,AA53S/AB53S,G13A,1300,84/7～91/7,LONG:5,Gタイプ,NGK9番相当,,4本,7735,,257750,50003-M45G-qq-e-06469
スズキ,カルタス,AB34S,G13B,1300,89/6～97/4,LONG:5,Gタイプ,NGK7番相当,,4本,7735,,257866,50003-M35G-qq-e-06512
スズキ,カルタス,AB34S,G13B,1300,89/6～97/4,LONG:5,Gタイプ,NGK8番相当,,4本,7735,,256532,50003-M40G-qq-e-06432
スズキ,カルタス,AB34S,G13B,1300,89/6～97/4,LONG:5,Gタイプ,NGK9番相当,,4本,7735,,255758,50003-M45G-qq-e-06472
スズキ,カルタス,AB51S,G13A(AT),1300,84/7～88/8,LONG:5,Gタイプ,NGK7番相当,,4本,7735,,257865,50003-M35G-qq-e-06510
スズキ,カルタス,AB51S,G13A(AT),1300,84/7～88/8,LONG:5,Gタイプ,NGK8番相当,,4本,7735,,257961,50003-M40G-qq-e-06430
スズキ,カルタス,AB51S,G13A(AT),1300,84/7～88/8,LONG:5,Gタイプ,NGK9番相当,,4本,7735,,250316,50003-M45G-qq-e-06470
スズキ,カルタス,AH14S/AJ14S,G16A,1600,89/6～95/1,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257460,50003-M35i-qq-e-06565
スズキ,カルタス,AH14S/AJ14S,G16A,1600,89/6～95/1,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257667,50003-M40i-qq-e-06612
スズキ,カルタス,AH14S/AJ14S,G16A,1600,89/6～95/1,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,253666,50003-M45i-qq-e-06659
スズキ,カルタス,AH64S/AJ64S,G15B,1500,91/7～95/1,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257459,50003-M35i-qq-e-06564
スズキ,カルタス,AH64S/AJ64S,G15B,1500,91/7～95/1,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257666,50003-M40i-qq-e-06611
スズキ,カルタス,AH64S/AJ64S,G15B,1500,91/7～95/1,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,256246,50003-M45i-qq-e-06658
スズキ,カルタス,AK34S,G13B,1300,92/1～97/4,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,253855,50003-M35i-qq-e-06561
スズキ,カルタス,AK34S,G13B,1300,92/1～97/4,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,253086,50003-M40i-qq-e-06608
スズキ,カルタス,AK34S,G13B,1300,92/1～97/4,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,254655,50003-M45i-qq-e-06655
スズキ,カルタス,GA11S,G13B,1300,95/1～97/4,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,250075,50003-M35i-qq-e-06562
スズキ,カルタス,GA11S,G13B,1300,95/1～97/4,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,254070,50003-M40i-qq-e-06609
スズキ,カルタス,GA11S,G13B,1300,95/1～97/4,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,257259,50003-M45i-qq-e-06656
スズキ,カルタス,GA21S/GB21S/GC21S/GD21S,G15A,1500,95/1～97/4,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257458,50003-M35i-qq-e-06563
スズキ,カルタス,GA21S/GB21S/GC21S/GD21S,G15A,1500,95/1～97/4,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,256702,50003-M40i-qq-e-06610
スズキ,カルタス,GA21S/GB21S/GC21S/GD21S,G15A,1500,95/1～97/4,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,249868,50003-M45i-qq-e-06657
スズキ,カルタス,GB31S/GD31S,G16A,1600,96/2～97/4,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,251052,50003-M35i-qq-e-06566
スズキ,カルタス,GB31S/GD31S,G16A,1600,96/2～97/4,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,255049,50003-M40i-qq-e-06613
スズキ,カルタス,GB31S/GD31S,G16A,1600,96/2～97/4,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,255264,50003-M45i-qq-e-06660
スズキ,カルタスワゴン,GC21W,G15A,1500,96/2～97/4,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,255481,50003-M35i-qq-e-06556
スズキ,カルタスワゴン,GC21W,G15A,1500,96/2～97/4,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257664,50003-M40i-qq-e-06603
スズキ,カルタスワゴン,GC21W,G15A,1500,96/2～97/4,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,252665,50003-M45i-qq-e-06650
スズキ,カルタスワゴン,GC31W,G16A,1600,96/2～97/4,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,250074,50003-M35i-qq-e-06557
スズキ,カルタスワゴン,GC31W,G16A,1600,96/2～97/4,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,250188,50003-M40i-qq-e-06604
スズキ,カルタスワゴン,GC31W,G16A,1600,96/2～97/4,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,255262,50003-M45i-qq-e-06651
スズキ,カルタスワゴン,GC41W,J18A,1800,96/2～97/4,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,251051,50003-M35i-qq-e-06558
スズキ,カルタスワゴン,GC41W,J18A,1800,96/2～97/4,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,251170,50003-M40i-qq-e-06605
スズキ,カルタスワゴン,GC41W,J18A,1800,96/2～97/4,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,255263,50003-M45i-qq-e-06652
スズキ,キャラ,PG6SS,F6A(DOHC),660,93/1～95/12,M12:7,Xタイプ,NGK8番相当,,3本,5958,,249755,50003-M40X-qq-e-06722
スズキ,キャリイ,DA41T/DA41B/DB41T,F5A(3VALVE、SUPERCHARGER),550,89/5～90/3,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,253302,50003-M35G-qq-e-06516
スズキ,キャリイ,DA41T/DA41B/DB41T,F5A(3VALVE、SUPERCHARGER),550,89/5～90/3,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,250100,50003-M40G-qq-e-06436
スズキ,キャリイ,DA41T/DA41B/DB41T,F5A(3VALVE、SUPERCHARGER),550,89/5～90/3,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,255135,50003-M45G-qq-e-06476
スズキ,キャリイ,DA52T/DB52T,F6A(TURBO),660,99/1～00/5,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,250492,50003-M35G-qq-e-06517
スズキ,キャリイ,DA52T/DB52T,F6A(TURBO),660,99/1～00/5,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,252126,50003-M40G-qq-e-06437
スズキ,キャリイ,DA52T/DB52T,F6A(TURBO),660,99/1～00/5,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,250317,50003-M45G-qq-e-06477
スズキ,キャリイ,DA62T/DB62T,K6A(DOHC),660,01/9～13/8,M12:7,Xタイプ,NGK8番相当,,3本,5958,,256062,50003-M40X-qq-e-06724
スズキ,キャリイ,DA71T/DA71B/DB71T,F5A(3VALVE、SUPERCHARGER),550,88/2～89/5,M12:7,Xタイプ,NGK8番相当,,3本,5958,,257114,50003-M40X-qq-e-06723
スズキ,グランドエスクード,TX92W,H27A(DOHC),2700,00/12～05/5,ISO:5,ISOタイプ,NGK7番相当,,6本,11294,,250076,50003-M35i-qq-e-06567
スズキ,グランドエスクード,TX92W,H27A(DOHC),2700,00/12～05/5,ISO:5,ISOタイプ,NGK8番相当,,6本,11294,,256703,50003-M40i-qq-e-06614
スズキ,グランドエスクード,TX92W,H27A(DOHC),2700,00/12～05/5,ISO:5,ISOタイプ,NGK9番相当,,6本,11294,,250891,50003-M45i-qq-e-06661
スズキ,シボレークルーズ,HR51S,M13A(DOHC),1300,01/11～03/11,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,252072,50003-M35i-qq-e-06568
スズキ,シボレークルーズ,HR51S,M13A(DOHC),1300,01/11～03/11,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,254071,50003-M40i-qq-e-06615
スズキ,シボレークルーズ,HR51S,M13A(DOHC),1300,01/11～03/11,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,255265,50003-M45i-qq-e-06662
スズキ,シボレークルーズ,HR52S,M13A(DOHC),1300,03/11～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,250077,50003-M35i-qq-e-06569
スズキ,シボレークルーズ,HR52S,M13A(DOHC),1300,03/11～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,257668,50003-M40i-qq-e-06616
スズキ,シボレークルーズ,HR52S,M13A(DOHC),1300,03/11～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,250892,50003-M45i-qq-e-06663
スズキ,シボレークルーズ,HR81S,M15A(DOHC),1500,01/11～03/11,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,256435,50003-M35i-qq-e-06570
スズキ,シボレークルーズ,HR81S,M15A(DOHC),1500,01/11～03/11,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,253087,50003-M40i-qq-e-06617
スズキ,シボレークルーズ,HR81S,M15A(DOHC),1500,01/11～03/11,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,250893,50003-M45i-qq-e-06664
スズキ,シボレークルーズ,HR82S,M15A(DOHC),1500,03/11～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,252073,50003-M35i-qq-e-06571
スズキ,シボレークルーズ,HR82S,M15A(DOHC),1500,03/11～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,250189,50003-M40i-qq-e-06618
スズキ,シボレークルーズ,HR82S,M15A(DOHC),1500,03/11～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,257261,50003-M45i-qq-e-06665
スズキ,ジムニー,JA11C/JA11V/JA11D,F6A(2VALVE・TURBO),660,90/3～95/11,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,254790,50003-M35G-qq-e-06520
スズキ,ジムニー,JA11C/JA11V/JA11D,F6A(2VALVE・TURBO),660,90/3～95/11,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,256533,50003-M40G-qq-e-06440
スズキ,ジムニー,JA11C/JA11V/JA11D,F6A(2VALVE・TURBO),660,90/3～95/11,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,253163,50003-M45G-qq-e-06480
スズキ,ジムニー,JA12C/JA12V/JA12W,F6A(2VALVE),660,95/11～98/10,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,249476,50003-M35G-qq-e-06519
スズキ,ジムニー,JA12C/JA12V/JA12W,F6A(2VALVE),660,95/11～98/10,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,250102,50003-M40G-qq-e-06439
スズキ,ジムニー,JA12C/JA12V/JA12W,F6A(2VALVE),660,95/11～98/10,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,257752,50003-M45G-qq-e-06479
スズキ,ジムニー,JA22W,K6A,660,95/11～98/10,M12:7,Xタイプ,NGK8番相当,,3本,5958,,252495,50003-M40X-qq-e-06725
スズキ,ジムニー,JA71C/JA71V,F5A(TURBO),550,86/1～90/3,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,250493,50003-M35G-qq-e-06518
スズキ,ジムニー,JA71C/JA71V,F5A(TURBO),550,86/1～90/3,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,250101,50003-M40G-qq-e-06438
スズキ,ジムニー,JA71C/JA71V,F5A(TURBO),550,86/1～90/3,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,255136,50003-M45G-qq-e-06478
スズキ,ジムニー,JB23W,K6A(DOHC),660,98/10～02/1,M12:7,Xタイプ,NGK8番相当,,3本,5958,,254526,50003-M40X-qq-e-06726
スズキ,ジムニー,JB23W,K6A(DOHC、TURBO),660,02/1～08/5,M12:7,Xタイプ,NGK8番相当,,3本,5958,,252247,50003-M40X-qq-e-06728
スズキ,ジムニー,JB23W,K6A(DOHC、TURBO),660,08/6～,M12ロングリーチHEX16:7,XLタイプ,NGK8番相当,,3本,6683,,251258,50003-M40XL-qq-e-06775
スズキ,ジムニー,JB23W,K6A(DOHC、TURBO),660,08/6～,M12ロングリーチHEX16:7,XLタイプ,NGK9番相当,,3本,6683,,256348,50003-M45XL-qq-e-06802
スズキ,ジムニー,JB23W,K6A(DOHC、TURBO),660,98/10～02/1,M12:7,Xタイプ,NGK8番相当,,3本,5958,,250796,50003-M40X-qq-e-06727
スズキ,ジムニーシエラ,JB43W,M13A(DOHC),1300,02/1～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,254884,50003-M35i-qq-e-06572
スズキ,ジムニーシエラ,JB43W,M13A(DOHC),1300,02/1～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,253088,50003-M40i-qq-e-06619
スズキ,ジムニーシエラ,JB43W,M13A(DOHC),1300,02/1～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,256247,50003-M45i-qq-e-06666
スズキ,ジムニーワイド,JB33W,G13B,1300,98/1～00/4,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,256436,50003-M35i-qq-e-06573
スズキ,ジムニーワイド,JB33W,G13B,1300,98/1～00/4,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,255694,50003-M40i-qq-e-06620
スズキ,ジムニーワイド,JB33W,G13B,1300,98/1～00/4,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,256248,50003-M45i-qq-e-06667
スズキ,ジムニーワイド,JB43W,M13A(DOHC),1300,00/4～02/1,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,254885,50003-M35i-qq-e-06574
スズキ,ジムニーワイド,JB43W,M13A(DOHC),1300,00/4～02/1,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,255695,50003-M40i-qq-e-06621
スズキ,ジムニーワイド,JB43W,M13A(DOHC),1300,00/4～02/1,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,257262,50003-M45i-qq-e-06668
スズキ,スイフト,HT51S,M13A(DOHC),1300,00/1～04/10,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,257461,50003-M35i-qq-e-06575
スズキ,スイフト,HT51S,M13A(DOHC),1300,00/1～04/10,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,253089,50003-M40i-qq-e-06622
スズキ,スイフト,HT51S,M13A(DOHC),1300,00/1～04/10,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,253667,50003-M45i-qq-e-06669
スズキ,スイフト,ZC11S/ZD11S,M13A(DOHC、VVT),1300,04/11～10/8,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257462,50003-M35i-qq-e-06576
スズキ,スイフト,ZC11S/ZD11S,M13A(DOHC、VVT),1300,04/11～10/8,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,253090,50003-M40i-qq-e-06623
スズキ,スイフト,ZC11S/ZD11S,M13A(DOHC、VVT),1300,04/11～10/8,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,252666,50003-M45i-qq-e-06670
スズキ,スイフト,ZC21S/ZD21S,M15A(DOHC、VVT),1500,04/11～10/8,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,250078,50003-M35i-qq-e-06577
スズキ,スイフト,ZC21S/ZD21S,M15A(DOHC、VVT),1500,04/11～10/8,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,256704,50003-M40i-qq-e-06624
スズキ,スイフト,ZC21S/ZD21S,M15A(DOHC、VVT),1500,04/11～10/8,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,249418,50003-M45i-qq-e-06671
スズキ,スイフト,ZC71S,K12B,1200,07/5～10/8,M12:6,Xタイプ,NGK8番相当,,4本,7735,,249756,50003-M40X-qq-e-06729
スズキ,スイフト,ZC72S,K12B,1200,10/8～,M12:6,Xタイプ,NGK8番相当,,4本,7735,,252248,50003-M40X-qq-e-06730
スズキ,スイフト,ZC72S,K12B(DJE),1200,13/7～,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,デュアルジェットエンジン車,4本,8706,,255107,50003-M40XL-qq-e-06776
スズキ,スイフト,ZC72S,K12B(DJE),1200,13/7～,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,デュアルジェットエンジン車,4本,8706,,257342,50003-M45XL-qq-e-06803
スズキ,スイフト,ZD72S,K12B,1200,10/8～13/6,M12:6,Xタイプ,NGK8番相当,,4本,7735,,254527,50003-M40X-qq-e-06731
スズキ,スイフト,ZD72S,K12B,1200,13/7～,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,4WD車,4本,8706,,253116,50003-M40XL-qq-e-06777
スズキ,スイフト,ZD72S,K12B,1200,13/7～,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,4WD車,4本,8706,,253741,50003-M45XL-qq-e-06804
スズキ,スイフトスポーツ,HT81S,M15A(DOHC、VVT),1500,03/6～04/10,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,257463,50003-M35i-qq-e-06578
スズキ,スイフトスポーツ,HT81S,M15A(DOHC、VVT),1500,03/6～04/10,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,251782,50003-M40i-qq-e-06625
スズキ,スイフトスポーツ,HT81S,M15A(DOHC、VVT),1500,03/6～04/10,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,254236,50003-M45i-qq-e-06672
スズキ,スイフトスポーツ,ZC31S,M16A(DOHC、VVT),1600,05/9～10/8,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,252074,50003-M35i-qq-e-06579
スズキ,スイフトスポーツ,ZC31S,M16A(DOHC、VVT),1600,05/9～10/8,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,255050,50003-M40i-qq-e-06626
スズキ,スイフトスポーツ,ZC31S,M16A(DOHC、VVT),1600,05/9～10/8,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,254237,50003-M45i-qq-e-06673
スズキ,スイフトスポーツ,ZC32S,M16A(DOHC、VVT),1600,11/11～,LONGREACH:6,ロングリーチタイプ,NGK7番相当,,4本,7735,,254367,50003-M35iL-qq-e-06678
スズキ,スイフトスポーツ,ZC32S,M16A(DOHC、VVT),1600,11/11～,LONGREACH:6,ロングリーチタイプ,NGK8番相当,,4本,7735,,249745,50003-M40iL-qq-e-06681
スズキ,スイフトスポーツ,ZC32S,M16A(DOHC、VVT),1600,11/11～,LONGREACH:6,ロングリーチタイプ,NGK9番相当,,4本,7735,,252741,50003-M45iL-qq-e-06684
スズキ,スプラッシュ,XB32S,K12B,1200,08/10～,M12:6,Xタイプ,NGK8番相当,,4本,7735,,254528,50003-M40X-qq-e-06732
スズキ,スペーシア,MK42S,R06A(NA),660,15/5～,M12ロングリーチHEX16:7,XLタイプ,NGK8番相当,S-エネチャージ車,3本,6683,,253117,50003-M40XL-qq-e-06778
スズキ,スペーシア,MK42S,R06A(NA),660,15/5～,M12ロングリーチHEX16:7,XLタイプ,NGK9番相当,S-エネチャージ車,3本,6683,,250937,50003-M45XL-qq-e-06805
スズキ,セルボ,CBA-HG21S,K6A(DOHC、TURBO) ,660,06/11～,M12:7,Xタイプ,NGK8番相当,,3本,5958,,253571,50003-M40X-qq-e-06735
スズキ,セルボ,CG72V/CH72V,F5B(4VALVE),550,88/1～90/7,M12:7,Xタイプ,NGK8番相当,,3本,5958,,249757,50003-M40X-qq-e-06733
スズキ,セルボ,DBA-HG21S,K6A(DOHC),660,06/11～09/4,M12:7,Xタイプ,NGK8番相当,,3本,5958,,250797,50003-M40X-qq-e-06734
スズキ,セルボ,DBA-HG21S,K6A(DOHC),660,09/5～,M12ロングリーチHEX16:7,XLタイプ,NGK8番相当,,3本,6683,,255108,50003-M40XL-qq-e-06779
スズキ,セルボ,DBA-HG21S,K6A(DOHC),660,09/5～,M12ロングリーチHEX16:7,XLタイプ,NGK9番相当,,3本,6683,,249930,50003-M45XL-qq-e-06806
スズキ,セルボ,DBA-HG21S,K6A(DOHC、TURBO DI) ,660,07/10～,M12:7,Xタイプ,NGK8番相当,(SR),3本,5958,,254529,50003-M40X-qq-e-06736
スズキ,セルボ,SS40,F5A(TURBO),550,83/11～90/7,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,252780,50003-M35G-qq-e-06521
スズキ,セルボ,SS40,F5A(TURBO),550,83/11～90/7,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,256534,50003-M40G-qq-e-06441
スズキ,セルボ,SS40,F5A(TURBO),550,83/11～90/7,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,255759,50003-M45G-qq-e-06481
スズキ,セルボ・モード,CN21/CN22S/CP22S,F6A(2VALVE・TURBO),660,90/7～98/10,LONG:5,Gタイプ,NGK7番相当,,3本,5958,,257385,50003-M35G-qq-e-06522
スズキ,セルボ・モード,CN21/CN22S/CP22S,F6A(2VALVE・TURBO),660,90/7～98/10,LONG:5,Gタイプ,NGK8番相当,,3本,5958,,251098,50003-M40G-qq-e-06442
スズキ,セルボ・モード,CN21/CN22S/CP22S,F6A(2VALVE・TURBO),660,90/7～98/10,LONG:5,Gタイプ,NGK9番相当,,3本,5958,,254145,50003-M45G-qq-e-06482
スズキ,セルボ・モード,CN22S/CP22S,F6A(4ハVALVE),660,90/10～98/10,M12:7,Xタイプ,NGK8番相当,,3本,5958,,256063,50003-M40X-qq-e-06737
スズキ,セルボ・モード,CN31/CN32S/CP31/CP32S,F6B(DOHC、4VALVE、TURBO),660,90/7～98/10,M12:7,Xタイプ,NGK8番相当,,4本,7735,,250798,50003-M40X-qq-e-06738
スズキ,ソリオ,MA15S,K12B,1200,11/1～,M12:6,Xタイプ,NGK8番相当,,4本,7735,,256064,50003-M40X-qq-e-06739
スズキ,ソリオ,MA15S,K12B,1200,11/1～13/10,M12:6,Xタイプ,NGK8番相当,4WD車,4本,7735,,252249,50003-M40X-qq-e-06740
スズキ,ソリオ,MA15S,K12B,1200,13/11～15/7,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,4WD車,4本,8706,,256734,50003-M40XL-qq-e-06781
スズキ,ソリオ,MA15S,K12B,1200,13/11～15/7,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,4WD車,4本,8706,,254734,50003-M45XL-qq-e-06808
スズキ,ソリオ,MA15S,K12B(DJE),1200,13/11～15/7,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,デュアルジェットエンジン車,4本,8706,,256733,50003-M40XL-qq-e-06780
スズキ,ソリオ,MA15S,K12B(DJE),1200,13/11～15/7,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,デュアルジェットエンジン車,4本,8706,,254733,50003-M45XL-qq-e-06807
スズキ,ソリオ,MA26S,K12C,1200,15/8～,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,,4本,8706,,250285,50003-M40XL-qq-e-06782
スズキ,ソリオ,MA26S,K12C,1200,15/8～,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,,4本,8706,,256349,50003-M45XL-qq-e-06809
スズキ,ソリオ,MA34S,M13A(DOHC、VVT),1300,05/8～11/1,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,250079,50003-M35i-qq-e-06580
スズキ,ソリオ,MA34S,M13A(DOHC、VVT),1300,05/8～11/1,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257669,50003-M40i-qq-e-06627
スズキ,ソリオ,MA34S,M13A(DOHC、VVT),1300,05/8～11/1,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,254238,50003-M45i-qq-e-06674
スズキ,ソリオ,MA36S,K12C(ハイブリッド),1200,15/8～,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,ハイブリッド車,4本,8706,,255109,50003-M40XL-qq-e-06783
スズキ,ソリオ,MA36S,K12C(ハイブリッド),1200,15/8～,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,ハイブリッド車,4本,8706,,255349,50003-M45XL-qq-e-06810
スズキ,ツイン,EC22S,K6A,660,03/1～05/8,M12:7,Xタイプ,NGK8番相当,,3本,5958,,252496,50003-M40X-qq-e-06741
スズキ,ハスラー,MR41S,R06A(NA),660,15/5～,M12ロングリーチHEX16:7,XLタイプ,NGK8番相当,S-エネチャージ車,3本,6683,,254097,50003-M40XL-qq-e-06784
スズキ,ハスラー,MR41S,R06A(NA),660,15/5～,M12ロングリーチHEX16:7,XLタイプ,NGK9番相当,S-エネチャージ車,3本,6683,,254735,50003-M45XL-qq-e-06811
スズキ,バレーノ,WB32S,K12C,1200,16/3～,M12ロングリーチHEX14:6,XLタイプ,NGK8番相当,,4本,8706,,255716,50003-M40XL-qq-e-06785
スズキ,バレーノ,WB32S,K12C,1200,16/3～,M12ロングリーチHEX14:6,XLタイプ,NGK9番相当,,4本,8706,,256350,50003-M45XL-qq-e-06812
スズキ,パレット,MK21S,K6A,660,08/1～09/8,M12:7,Xタイプ,NGK8番相当,,3本,5958,,253572,50003-M40X-qq-e-06742
スズキ,パレット,MK21S,K6A(DOHC),660,09/9～,M12ロングリーチHEX16:7,XLタイプ,NGK8番相当,,3本,6683,,256735,50003-M40XL-qq-e-06786
スズキ,パレット,MK21S,K6A(DOHC),660,09/9～,M12ロングリーチHEX16:7,XLタイプ,NGK9番相当,,3本,6683,,255350,50003-M45XL-qq-e-06813
スズキ,パレット,MK21S,K6A(TURBO),660,09/9～,M12ロングリーチHEX16:7,XLタイプ,NGK8番相当,,3本,6683,,255110,50003-M40XL-qq-e-06787
スズキ,パレット,MK21S,K6A(TURBO),660,09/9～,M12ロングリーチHEX16:7,XLタイプ,NGK9番相当,,3本,6683,,257343,50003-M45XL-qq-e-06814
スズキ,フロンテ,CB72S,F5A(DOHC),550,87/2～88/9,M12:8,Xタイプ,NGK8番相当,,3本,5958,,254530,50003-M40X-qq-e-06743
スズキ,フロンテ,CN11S/CP11S,F5B(4VALVE),550,88/9～89/4,M12:7,Xタイプ,NGK8番相当,,3本,5958,,252497,50003-M40X-qq-e-06744
スズキ,ランディ,SC25/SNC25,MR20DE,2000,07/1～10/11,M12ロングリーチHEX14:6,HLタイプ,NGK10番相当,,4本,8706,,256844,50003-M50HL-qq-e-06529
スズキ,ランディ,SC25/SNC25,MR20DE,2000,07/1～10/11,M12ロングリーチHEX14:6,HLタイプ,NGK8番相当,,4本,8706,,251116,50003-M40HL-qq-e-06526
